NUMERO_PLACA,MARCA,COLOR,ANIO DE MATRICULA,MODELO,CLASE,FECHA DE MATRICULA,ANIO,SERVICIO,FECHA DE CADUCIDAD
HBB3068,HYUNDAI,DORADO,2017,TUCSON IX TA 2.0 5P 4X2,VEH. UTILITARIO,14-09-2017,2013,USO PARTICULAR,13-09-2022,
HBB3737,CHEVROLET,VINO,2018,SAIL STD TM 1.4 4P 4X2,AUTOMOVIL,20-06-2018,2014,USO PARTICULAR,19-06-2023,
HBB3884,NISSAN,AZUL,2020,X-TRAIL SENSE CVT AC 2.5 5P 4X2 TA,VEH. UTILITARIO,03-08-2020,2016,USO PARTICULAR,31-05-2025,
HBB3893,NISSAN,NEGRO,2017,KICKS DRIVE AC 1.6 5P 4X2 TM,SIN VALOR,22-05-2017,2018,USO PARTICULAR,21-05-2022,
HBB5432,CHEVROLET,DORADO,2018,LUV D-MAX 2.4L CS TM 4X2 OPTIMA,CAMIONETA,15-02-2018,2012,USO PARTICULAR,31-03-2023,
HBB7107,CHEVROLET,BLANCO,2016,GRAND VITARA STD TM 2.0 5P 4X2,VEH. UTILITARIO,28-12-2016,2013,USO PARTICULAR,27-12-2021,
HBB8727,MAZDA,NEGRO,2016,BT-50 CD STD CRD FL TM 2.49 4P 4X4,CAMIONETA,09-11-2016,2013,USO PARTICULAR,08-11-2021,
HBC1428,NISSAN,CAFE,2015,VERSA AC 1.6 4P 4X2 TM,AUTOMOVIL,13-03-2015,2015,USO PARTICULAR,30-09-2019,
HBC2573,MAZDA,BLANCO,2018,BT-50 STD GAS FL 2.6 CD 4X2 TM,CAMIONETA,24-04-2018,2016,USO PUBLICO,30-04-2023,
HBC3400,TOYOTA,NEGRO,2016,FORTUNER AC 2.7 5P 4X4 TM,VEH. UTILITARIO,10-06-2016,2016,USO PARTICULAR,09-06-2021,
HBC3665,SUZUKI,ROJO,2016,GRAND VITARA SZ NEXT SPORT AC 2.0 5P 4X2 TM,VEH. UTILITARIO,14-09-2016,2016,USO PARTICULAR,13-09-2021,
HBC3886,CHEVROLET,ROJO,2016,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,23-11-2016,2017,USO PARTICULAR,22-11-2021,
HBC4147,CHEVROLET,AMARILLO,2017,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,24-02-2017,2017,USO PUBLICO,23-02-2022,
HBC4259,KIA,PLOMO,2017,SPORTAGE SL AC 2.0 5P 4X2 TM,SIN VALOR,20-02-2017,2017,USO PARTICULAR,19-02-2022,
HBC4569,NISSAN,PLOMO,2017,KICKS DRIVE AC 1.6 5P 4X2 TM,SIN VALOR,05-05-2017,2018,USO PARTICULAR,04-05-2022,
HBC4579,NISSAN,PLOMO,2020,VERSA AC 1.6 4P 4X2 TM,AUTOMOVIL,01-09-2020,2018,USO PARTICULAR,31-08-2025,
HBC4676,TOYOTA,BLANCO,2017,NEW RAV4 AC 2.0 5P 4X2 TM,SIN VALOR,31-05-2017,2018,USO PARTICULAR,30-05-2022,
HBC4822,NISSAN,VINO,2018,KICKS DRIVE AC 1.6 5P 4X2 TM,VEH. UTILITARIO,23-04-2018,2018,USO PARTICULAR,22-04-2023,
HBC4965,HYUNDAI,PLATEADO,2017,IONIQ AC 1.6 5P 4X2 TA HYBRID,AUTOMOVIL,20-07-2017,2017,USO PARTICULAR,19-07-2022,
HBC4982,CHEVROLET,PLOMO,2017,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,CAMIONETA,24-07-2017,2018,USO PARTICULAR,23-07-2022,
HBC5148,CHEVROLET,VINO,2017,SAIL LS STD 1.5 4P 4X2 TM,AUTOMOVIL,09-08-2017,2018,USO PARTICULAR,08-08-2022,
HBC5276,KIA,BLANCO,2017,PICANTO LX AC 1.2 4P 4X2 TM,AUTOMOVIL,29-08-2017,2018,USO PARTICULAR,28-08-2022,
HBC5716,CHEVROLET,PLOMO,2017,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,06-11-2017,2018,USO PARTICULAR,05-11-2022,
HBC5802,FORD,BLANCO,2017,RANGER XLS AC 2.5 CD 4X2 TM,CAMIONETA,16-11-2017,2018,USO PARTICULAR,15-11-2022,
HBC6095,VOLKSWAGEN,CAFE,2017,POLO NB TRENDLINE 6042G4 AC 1.6 4P 4X2 TM,AUTOMOVIL,20-12-2017,2018,USO PARTICULAR,19-12-2022,
HBC6434,CHEVROLET,PLOMO,2018,SAIL LT AC 1.5 4P 4X2 TM,AUTOMOVIL,07-02-2018,2018,USO PARTICULAR,06-02-2023,
HBC7177,KIA,AMARILLO,2019,RIO LX AC 1.4 4P 4X2 TM,AUTOMOVIL,27-05-2019,2019,USO PUBLICO,25-05-2024,
HBC7294,TOYOTA,ROJO,2018,NEW HILUX 2.4 CD 4X4 TM DIESEL,CAMIONETA,16-05-2018,2019,USO PARTICULAR,15-05-2023,
HBC7384,TOYOTA,BLANCO,2018,HILUX 2.7 CD 4X2 TM,CAMIONETA,05-07-2018,2018,USO PARTICULAR,04-07-2023,
HBC7509,JAC,PLOMO,2018,HFC1037DEV INTER AC 2.0 4P 4X2 TM,CAMIONETA,12-06-2018,2019,USO PARTICULAR,11-06-2023,
HC004V,TRAXX,PLOMO,2020,TX150T-6,MOTOCICLETA,04-08-2020,2011,USO PARTICULAR,31-05-2025,
HE335E,SUKIDA,NEGRO,2020,SK250GY-4 SKR250,MOTOCICLETA,23-09-2020,2011,USO PARTICULAR,30-06-2025,
HE351D,TUNDRA,NEGRO,2018,TD200-3AAQ,MOTOCICLETA,05-06-2018,2013,USO PARTICULAR,28-02-2023,
AA005C,TVS,ROJO,2018,KING,MOTOCICLETA,19-01-2018,2010,USO PUBLICO, ,
AA589I,BAJAJ,BLANCO,2018,RE 205,MOTOCICLETA,22-02-2018,2013,USO PARTICULAR,21-02-2023,
AAA4683,TATA DAEWOO,BLANCO,2018,K4DEF AC 11.1 2P 6X4 TM DIESEL,VEHICULO ESPECIAL,06-06-2018,2019,USO PARTICULAR,05-06-2023,
AB051J,SHINERAY,NEGRO,2018,XY125-30A,MOTOCICLETA,13-06-2018,2019,USO PARTICULAR,12-06-2023,
AB105F,MOTOR UNO,BLANCO,2018,ROCKET 125,MOTOCICLETA,13-06-2018,2016,USO PARTICULAR,12-06-2023,
AB278O,SHINERAY,AZUL,2019,XY150-10D,MOTOCICLETA,21-10-2019,2018,USO PARTICULAR,19-10-2024,
ABA1740,HINO,BLANCO,2019,GH1JMUA,CAMION,22-12-2019,2009,USO PARTICULAR,20-12-2024,
ABA2210,FORD,PLOMO,2009,F 150 SUPER CREW 4X2 W12,CAMION,19-10-2009,2009,USO PARTICULAR, ,
ABA3123,KIA,NEGRO,2019,SPORTAGE LX 2.0L 4X2 GSL AT,VEH. UTILITARIO,27-07-2019,2010,USO PARTICULAR,25-07-2024,
ABA3223,MAZDA,VINO,2017,BT-50 CD 4X2 STD CRD 2.5 FL,CAMIONETA,08-08-2017,2010,USO PARTICULAR,07-08-2022,
ABC1572,HYUNDAI,BLANCO,2019,HD72 LWB 3.9 2P 4X2 TM DIESEL,CAMION,15-05-2019,2009,USO PUBLICO,31-03-2024,
ABC9282,VOLKSWAGEN,BLANCO,2017,AMAROK 4X2 HIGHLINE 2HBCB3,CAMIONETA,22-03-2017,2012,USO PARTICULAR,21-03-2022,
ABD5509,CHEVROLET,BLANCO,2018,NLR 55E CAMION 2.8 2P 4X2 TM DIESEL,CAMION,14-02-2018,2013,USO PARTICULAR,13-02-2023,
ABE3003,KIA,PLOMO,2018,SPORTAGE LX DAB AC 2.0 4P 4X2 TA,VEH. UTILITARIO,18-04-2018,2015,USO PARTICULAR,17-04-2023,
ABF6682,CHEVROLET,BLANCO,2020,AVEO EMOTION ADVANCE GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,04-06-2020,2016,USO PARTICULAR,03-06-2025,
ABF8529,KIA,AMARILLO,2017,RIO R LX 1.4 4P 4X2 TM,AUTOMOVIL,24-01-2017,2017,USO PUBLICO,23-01-2022,
ABG5274,KIA,ROJO,2018,PICANTO LX AC 1.2 4P 4X2 TM,AUTOMOVIL,01-06-2018,2019,USO PARTICULAR,31-05-2023,
ABG5313,KIA,PLOMO,2018,SPORTAGE SL AC 2.0 5P 4X2 TM,SIN VALOR,12-06-2018,2019,USO PARTICULAR,11-06-2023,
ABG6265,CHEVROLET,VINO,2018,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,24-05-2018,2019,USO PARTICULAR,23-05-2023,
ABH2940,KIA,ROJO,2018,PICANTO EX AC 1.2 4P 4X2 TM,AUTOMOVIL,23-05-2018,2019,USO PARTICULAR,22-05-2023,
ABH3449,CITROEN,AMARILLO,2018,C-ELYSEE N1 AC 1.6 4P 4X2 TM DIESEL,AUTOMOVIL,02-08-2018,2019,USO PUBLICO,31-10-2023,
AC221M,AXXO,ANARANJADO,2017,TRACKER 250,MOTOCICLETA,28-07-2017,2017,USO PARTICULAR,27-07-2022,
AC717M,HERO,NEGRO,2018,DAWN - DRS 124.7,MOTOCICLETA,08-08-2018,2015,USO PARTICULAR,07-08-2023,
AE280B,SUZUKI,NEGRO,2020,GSX150,MOTOCICLETA,01-10-2020,2018,USO PARTICULAR,30-09-2025,
AE808B,RANGER,AZUL,2018,150AT-10,MOTOCICLETA,22-03-2018,2018,USO PARTICULAR,21-03-2023,
AE908B,YAMAHA,NEGRO,2018,XC115B,MOTOCICLETA,05-04-2018,2018,USO PARTICULAR,04-04-2023,
AGJ0086,HINO,AMARILLO,2017,GH1JGUD,CAMION,16-05-2017,2009,USO PUBLICO,15-05-2022,
BBI0787,HINO,BLANCO,2016,FM1JRUA,CAMION,31-03-2016,2009,USO PUBLICO, ,
CAA1183,KENWORTH,ANARANJADO,2018,T800 CLASSIC AC 14.9 2P 6X4 TM DIESEL,UNIDAD DE CARGA Y REMOLQUE,12-07-2018,2014,USO PUBLICO,11-07-2023,
CAA1387,HINO,BLANCO,2016,FM2PRSA AC 10.5 2P 6X4 TM DIESEL,CAMION,16-12-2016,2015,USO PUBLICO,15-12-2021,
CAA2065,FOTON,AMARILLO,2019,VIEW C BJ6536 AC 2.8 4P 4X2 TM DIESEL,CAMIONETA,23-10-2019,2015,USO PUBLICO,30-06-2024,
CAH0387,HYUNDAI,AMARILLO,2019,ACCENT 4P 1.4 AC,AUTOMOVIL,04-10-2019,2011,USO PUBLICO,02-10-2024,
CBA1762,CHEVROLET,BLANCO,2017,LUV D-MAX 2.4L CD TM 4X2 OPTIMA,CAMIONETA,28-04-2017,2011,USO PARTICULAR,27-04-2022,
CBA1821,CHEVROLET,BLANCO,2018,AVEO ACTIVO 1.6L 4P STD,AUTOMOVIL,09-02-2018,2011,USO PARTICULAR,08-02-2023,
CBA2096,CHEVROLET,PLATEADO,2018,GRAND VITARA SPORT 1.6L 3P AC TM 4X4,VEH. UTILITARIO,10-10-2018,2012,USO PARTICULAR,09-10-2023,
CBA2183,CHEVROLET,PLATEADO,2017,VITARA 1.6L 3P STD TM 4X4,VEH. UTILITARIO,19-04-2017,2012,USO PARTICULAR,18-04-2022,
CBA3162,MAZDA,PLATEADO,2019,BT-50 STD GAS FL 2.6 CD 4X2 TM,CAMIONETA,27-03-2019,2015,USO PARTICULAR,30-03-2024,
CBA3436,HYUNDAI,CAFE,2018,H1 12PAS AC 2.5 5P 4X2 TM DIESEL,CAMIONETA,27-12-2018,2016,USO PARTICULAR,26-12-2023,
CBA3613,CHEVROLET,PLATEADO,2017,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,CAMIONETA,23-08-2017,2018,USO PARTICULAR,22-08-2022,
CBA3724,CHEVROLET,ROJO,2018,SAIL LS AC 1.5 4P 4X2 TM,AUTOMOVIL,18-01-2018,2018,USO PARTICULAR,17-01-2023,
CBO0783,HYUNDAI,NEGRO,2017,TUCSON 5P 4X2 2.0 TM,VEH. UTILITARIO,28-06-2017,2009,USO PARTICULAR,27-06-2022,
CBO0878,CHEVROLET,ROJO,2018,AVEO ACTIVO 1.6L 4P STD,AUTOMOVIL,26-09-2018,2009,USO PARTICULAR,25-09-2023,
CBR0039,MAZDA,PLOMO,2009,BT-50 CD 4X2 STD GAS 2.2,CAMION,06-05-2009,2009,USO PARTICULAR, ,
CC0413,MERCEDES BENZ,NEGRO,2017,ML 63 AMG AC 5.5 5P 4X4 TA,VEH. UTILITARIO,25-07-2017,2012,CUERPO CONSULAR,24-07-2022,
CEA0252,MAZDA,BLANCO,2018,BT-50 CD 4X4 ACTION GAS 2.6,CAMIONETA,10-10-2018,2009,USO PARTICULAR,31-03-2023,
CEA0254,MAZDA,CREMA,2019,BT-50 CD 4X4 ACTION GAS 2.6,CAMIONETA,08-05-2019,2009,USO PARTICULAR,06-05-2024,
CEA0255,SUZUKI,PLATEADO,2017,GRAND VITARA SZ 2.0L 5P TM 4X2,VEH. UTILITARIO,07-03-2017,2009,USO ESTATAL,06-03-2022,
CEA0273,CHEVROLET,BLANCO,2019,NQR85L,CAMION,12-02-2019,2009,USO ESTATAL,31-12-2022,
CEA1072,CHEVROLET,BLANCO,2019,LUV D-MAX 3.0L DIESEL CD TM 4X4,CAMIONETA,08-03-2019,2009,USO ESTATAL,30-12-2019,
CEA1331,CHEVROLET,BLANCO,2016,D-MAX CRDI AC 3.0 CD 4X4 TM DIESEL,CAMIONETA,10-08-2016,2016,USO PARTICULAR,09-08-2021,
CEI1014,NISSAN,ROJO,2020,FRONTIER DX DOBLE CABINA AC 4X4 2.4 MT,CAMIONETA,02-07-2020,2009,USO PARTICULAR,01-07-2025,
CEI1017,CHEVROLET,PLATEADO,2016,LUV D-MAX 3.0L DIESEL CD TM 4X4 EXTREME,CAMIONETA,06-06-2016,2011,USO ESTATAL,29-12-2020,
CEI1064,CHEVROLET,PLATEADO,2019,D-MAX CRDI FULL AC 3.0 CD 4X4 TM DIESEL,CAMIONETA,14-05-2019,2015,USO ESTATAL,12-05-2024,
CMA1014,MAZDA,NEGRO,2017,BT-50 CD 4X4 ACTION GAS 2.6 FL,CAMIONETA,20-07-2017,2011,USO PARTICULAR,19-07-2022,
CMA1316,CHEVROLET,BLANCO,2018,NQR71L CAMION,CAMION,11-12-2018,2011,USO PARTICULAR, ,
CMA1317,MAZDA,AZUL,2020,BT-50 CD 4X4 STD CRD 2.5 FL,CAMIONETA,15-10-2020,2011,USO ESTATAL,28-08-2021,
EAI0660,VOLKSWAGEN,AZUL,2017,17210 OD,AUTOBUS,30-06-2017,2011,USO PUBLICO,29-06-2022,
EAI0725,VOLKSWAGEN,AZUL,2016,9.150 OD,AUTOBUS,11-10-2016,2012,USO PUBLICO,30-12-2021,
EAI0729,INTERNATIONAL,AMARILLO,2017,TRACTO CAMION 7600 SBA EXT TM 10.83 2P 6X4,UNIDAD DE CARGA Y REMOLQUE,14-02-2017,2013,USO PUBLICO,13-02-2022,
EAI0730,VOLKSWAGEN,VERDE,2017,17.210 OD,AUTOBUS,30-10-2017,2012,USO PUBLICO,29-10-2022,
EBA1768,CHEVROLET,AMARILLO,2018,AVEO ACTIVO 1.6L 4P AC,AUTOMOVIL,08-03-2018,2011,USO PUBLICO,30-09-2023,
GBM0271,CHEVROLET,AMARILLO,2019,CHEVYTAXI A/C,AUTOMOVIL,10-10-2019,2011,USO PUBLICO,29-02-2024,
GBM0539,CHEVROLET,AMARILLO,2014,CHEVYTAXI STD,AUTOMOVIL,19-06-2014,2010,USO PUBLICO,20-06-2021,
GBN0520,VOLKSWAGEN,BLANCO,2017,17.210 OD,AUTOBUS,22-02-2017,2010,USO PUBLICO,30-12-2022,
GBN1800,CHEVROLET,AMARILLO,2016,CHEVYTAXI A/C,AUTOMOVIL,28-12-2016,2011,USO PUBLICO,30-12-2021,
GBN3255,HINO,AMARILLO,2013,FM1JLUD TM 7.96 2P 6X4,VEHICULO ESPECIAL,13-06-2013,2013,USO PARTICULAR,21-05-2022,
GBN5882,CHEVROLET,BLANCO,2014,AVEO FAMILY 1.5L TM AC,AUTOMOVIL,16-10-2014,2012,USO PARTICULAR,31-03-2025,
GBO3685,MERCEDES BENZ,BLANCO,2018,OF 1721 6.0 4X2 TM DIESEL CN,AUTOBUS,03-05-2018,2018,USO PUBLICO,02-05-2023,
GRJ0375,CHEVROLET,BLANCO,2016,VITARA 1.6L 3P STD TM 4X4,VEH. UTILITARIO,09-03-2016,2009,USO PARTICULAR,30-06-2020,
GRP0958,CITROEN,BLANCO,2014,BERLINGO FURGON 600KG 1.9D,VEH. UTILITARIO,05-02-2014,2009,USO PARTICULAR,30-09-2018,
GRR0058,HYUNDAI,NEGRO,2016,TUCSON 5P 4X2 2.0 TM,VEH. UTILITARIO,08-11-2016,2010,USO PARTICULAR,19-09-2022,
GRU0714,MAZDA,PLOMO,2014,BT-50 CD 4X2 STD CRD 2.5 FL,CAMIONETA,16-04-2014,2010,USO PARTICULAR,31-12-2018,
GRW2534,RENAULT,ROJO,2013,SANDERO 1.6 MT DYNAMIQUE,AUTOMOVIL,15-08-2013,2010,USO PARTICULAR,31-12-2019,
GRX2142,CHEVROLET,BLANCO,2014,LUV D-MAX 2.5L DIESEL CS TM 4X2,CAMIONETA,10-03-2014,2010,USO PARTICULAR,17-09-2025,
GRY1847,CHEVROLET,NEGRO,2014,CAPTIVA SPORT 3.6L,VEH. UTILITARIO,08-08-2014,2010,USO PARTICULAR,31-08-2024,
GRY2395,CHEVROLET,DORADO,2016,AVEO EMOTION ADVANCE 1.6L GLS,AUTOMOVIL,17-11-2016,2011,USO PARTICULAR,01-09-2024,
GRZ5572,KIA,BLANCO,2019,SPORTAGE R 2.0L 4X2 GSL MT,VEH. UTILITARIO,05-12-2019,2011,USO PARTICULAR,31-03-2024,
GSA4517,FORD,ROJO,2012,F150 FX4 CREW CAB 4X4,CAMIONETA,29-12-2012,2010,USO PARTICULAR,22-08-2022,
GSA6973,RENAULT,PLATEADO,2011,LOGAN 1.4 MT AC,AUTOMOVIL,30-05-2011,2011,USO PARTICULAR,31-03-2024,
GSA9738,VOLKSWAGEN,PLOMO,2015,GOL HATCHBACK POWER 5U11F4 AC,AUTOMOVIL,18-12-2015,2011,USO PARTICULAR,20-01-2021,
GSB5129,SUZUKI,DORADO,2019,GRAND VITARA SZ 2.4L 5P TA 4X4,VEH. UTILITARIO,23-12-2019,2011,USO PARTICULAR,31-10-2019,
GSB5316,NISSAN,PLATEADO,2014,NAVARA DOBLE CABINA 4X2 2.5 SE MT DIESEL,CAMIONETA,02-10-2014,2011,USO PARTICULAR,21-06-2025,
GSC4166,NISSAN,PLATEADO,2015,SENTRA 2.0 SPORT 6MT SER,AUTOMOVIL,17-12-2015,2012,USO PARTICULAR,25-10-2025,
GSD2919,FORD,PLOMO,2020,F150 REGULAR CAB 4X2,CAMIONETA,28-10-2020,2011,USO PARTICULAR,31-10-2025,
GSF8896,SUZUKI,VINO,2015,GRAND VITARA SZ FL TM 2.0 5P 4X2,VEH. UTILITARIO,21-07-2015,2013,USO PARTICULAR,25-07-2023,
GSG3418,CHEVROLET,NEGRO,2012,AVEO FAMILY AC TM 1.5 4P 4X2,AUTOMOVIL,12-11-2012,2013,USO PARTICULAR,23-09-2024,
GSI3530,SINOTRUK,BLANCO,2017,ZZ3257N3247B AC 9.7 2P 6X4 TM DIESEL,VEHICULO ESPECIAL,22-09-2017,2013,USO PARTICULAR,21-09-2022,
GSK2167,CHEVROLET,NEGRO,2016,SAIL AC 1.4 4P 4X2 TM,AUTOMOVIL,04-08-2016,2014,USO PARTICULAR,30-08-2022,
GSK3100,CHEVROLET,PLATEADO,2018,SAIL FULL AC 1.4 4P 4X2 TM,AUTOMOVIL,07-06-2018,2014,USO PARTICULAR,30-11-2023,
GSL5587,CHEVROLET,BLANCO,2014,D-MAX TD 2.5 CS 4X2 TM DIESEL,CAMIONETA,23-10-2014,2014,USO PARTICULAR,22-10-2019,
GSM2088,MAZDA,BLANCO,2014,BT-50 VERSION ESPECIAL 2.2 CD 4X2 TM,CAMIONETA,30-07-2014,2014,USO PARTICULAR,29-07-2019,
GSM4873,MAZDA,BLANCO,2018,BT-50 ACTION FL AC 2.6 CD 4X2 TM,CAMIONETA,02-05-2018,2014,USO PUBLICO,23-10-2019,
GSN4475,CHEVROLET,DORADO,2019,SAIL AC 1.4 4P 4X2 TM,AUTOMOVIL,15-05-2019,2015,USO PARTICULAR,30-06-2024,
GSN8944,CHEVROLET,DORADO,2015,SAIL AC 1.4 4P 4X2 TM,AUTOMOVIL,30-01-2015,2015,USO PARTICULAR,15-10-2022,
GSN9686,DONGFENG,AZUL,2016,DUOLIKA T83-028 AC 4.3 2P 4X2 TM DIESEL CN,CAMION,24-02-2016,2015,USO PARTICULAR,22-02-2021,
GSO1137,RENAULT,PLOMO,2018,DUSTER DYNAMIQUE AC 2.0 5P 4X2 TM,VEH. UTILITARIO,08-12-2018,2015,USO PARTICULAR,31-08-2024,
GSO8038,CHEVROLET,PLATEADO,2015,AVEO EMOTION GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,05-05-2015,2015,USO PARTICULAR,03-05-2020,
GSP3255,JAC,BLANCO,2015,HFC4253K3R1 AC 11.6 2P 6X4 TM DIESEL,CAMION,05-08-2015,2015,USO PARTICULAR, ,
GSP8944,CHEVROLET,AMARILLO,2015,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,30-09-2015,2016,USO PARTICULAR, ,
GSR6229,NISSAN,VINO,2016,VERSA AC 1.6 4P 4X2 TM,AUTOMOVIL,01-09-2016,2017,USO PARTICULAR,31-08-2021,
GSR7659,KIA,ROJO,2017,RIO R EX 1.4 5P 4X2 TM,AUTOMOVIL,24-01-2017,2017,USO PARTICULAR,23-01-2022,
GSS2107,KIA,PLOMO,2016,CERATO LX ABS AC 1.6 4P 4X2 TM,AUTOMOVIL,01-11-2016,2017,USO PARTICULAR,31-10-2021,
GSS3154,TOYOTA,PLATEADO,2016,NEW HILUX 2.7 CD 4X2 TM,CAMIONETA,17-11-2016,2017,USO PARTICULAR,21-03-2023,
GST8409,CHEVROLET,PLATEADO,2017,AVEO EMOTION GLS AC 1.6 4P 4X2 TM,AUTOMOVIL,03-05-2017,2017,USO PARTICULAR,02-05-2022,
GSU3393,CHERY,BLANCO,2018,PRACTIVAN Q22L AC 1.2 5P 4X2 TM,CAMIONETA,19-04-2018,2018,USO PARTICULAR,18-04-2023,
GSU8009,KIA,ROJO,2017,SPORTAGE SL AC 2.0 5P 4X2 TM,VEH. UTILITARIO,24-08-2017,2018,USO PARTICULAR,23-08-2022,
GSV9181,CHEVROLET,ROJO,2018,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,05-02-2018,2018,USO PARTICULAR,04-02-2023,
GSW1555,KIA,ROJO,2018,RIO LX AC 1.4 4P 4X2 TM,AUTOMOVIL,26-06-2018,2019,USO PARTICULAR,25-06-2023,
GSX1674,CHEVROLET,ROJO,2018,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,CAMIONETA,31-01-2018,2018,USO PARTICULAR,27-07-2024,
GSX8084,CHEVROLET,NEGRO,2018,AVEO FAMILY STD 1.5 4P 4X2 TM,AUTOMOVIL,29-03-2018,2018,USO PARTICULAR,28-03-2023,
GSX9347,KIA,AZUL,2018,RIO EX AC 1.4 4P 4X2 TM,AUTOMOVIL,16-04-2018,2019,USO PARTICULAR,15-04-2023,
GSY2657,HINO,BLANCO,2019,XZU710L-HKFQL3 AC 4.0 2P 4X2 TM DIESEL,CAMION,15-02-2019,2018,USO PUBLICO,31-08-2024,
GSY2964,JAC,NEGRO,2018,HFC1037DEV INTER AC 2.0 4P 4X2 TM,CAMIONETA,22-05-2018,2019,USO PARTICULAR,21-05-2023,
GSZ1641,CHANGAN,BLANCO,2018,CS35 LUXURY AC 1.6 5P 4X2 TA,VEH. UTILITARIO,11-05-2018,2019,USO PARTICULAR,10-05-2023,
GSZ2084,KIA,ROJO,2018,RIO EX AC 1.4 4P 4X2 TM,AUTOMOVIL,07-05-2018,2019,USO PARTICULAR,06-05-2023,
GSZ2508,CHEVROLET,AZUL,2018,SPARK GT AC 1.2 5P 4X2 TM,AUTOMOVIL,14-05-2018,2019,USO PARTICULAR,13-05-2023,
GSZ2766,SUZUKI,AZUL,2018,SCROSS AC 1.6 5P 4X2 TM,AUTOMOVIL,24-05-2018,2019,USO PARTICULAR,23-05-2023,
GSZ3003,CHEVROLET,VINO,2018,SAIL LS AC 1.5 4P 4X2 TM,AUTOMOVIL,07-06-2018,2018,USO PARTICULAR,06-06-2023,
GSZ4493,SUZUKI,AZUL,2018,SCROSS AC 1.6 5P 4X2 TM,VEH. UTILITARIO,06-06-2018,2019,USO PARTICULAR,05-06-2023,
GSZ5113,TOYOTA,PLATEADO,2018,YARIS HB AC 1.5 5P 4X2 TM,AUTOMOVIL,11-06-2018,2019,USO PARTICULAR,01-02-2025,
GSZ6210,CHEVROLET,NEGRO,2018,SPARK GT AC 1.2 5P 4X2 TM,AUTOMOVIL,22-06-2018,2019,USO PARTICULAR,21-06-2023,
GSZ6405,CHEVROLET,NEGRO,2018,SAIL LS AC 1.5 4P 4X2 TM,AUTOMOVIL,15-06-2018,2019,USO PARTICULAR,14-06-2023,
GSZ6449,KIA,ROJO,2018,PICANTO LX AC 1.2 4P 4X2 TM,AUTOMOVIL,18-06-2018,2019,USO PARTICULAR,17-06-2023,
GSZ6648,NISSAN,NEGRO,2018,X-TRAIL SENSE 2 ROW AC 2.5 5P 4X2 TA,VEH. UTILITARIO,19-06-2018,2019,USO PARTICULAR,18-06-2023,
GSZ7452,KIA,NEGRO,2018,SPORTAGE SL AC 2.0 5P 4X2 TM,VEH. UTILITARIO,22-06-2018,2019,USO PARTICULAR,21-06-2023,
GSZ7794,HYUNDAI,BLANCO,2018,CRETA GS AC 1.6 5P 4X2 TM,VEH. UTILITARIO,29-06-2018,2019,USO PARTICULAR,28-06-2023,
HAA2166,CHEVROLET,BLANCO,2020,FRR 90L CAMION 5.2 2P 4X2 TM DIESEL,CAMION,17-07-2020,2014,USO PUBLICO,31-07-2025,
HAA2793,NISSAN,AMARILLO,2017,TIIDA AC 1.6 4P 4X2 TM,AUTOMOVIL,04-04-2017,2016,USO PUBLICO,03-04-2022,
HBA2031,CHEVROLET,AMARILLO,2012,AVEO ACTIVO 1.6L 4P STD,AUTOMOVIL,11-07-2012,2009,USO PUBLICO, ,
HBA4659,CHEVROLET,BLANCO,2013,FVR 23G 9.8 2P 4X2 TM DIESEL,SIN VALOR,23-01-2013,2009,USO PUBLICO, ,
HBA6644,KIA,PLATEADO,2017,SPORTAGE R 2.0L 4X2 GSL MT,VEH. UTILITARIO,19-05-2017,2011,USO PARTICULAR,24-08-2025,
HBA8413,MAZDA,PLATEADO,2019,BT-50 CD 4X2 STD GAS 2.2 FL,CAMIONETA,26-04-2019,2012,USO PARTICULAR,30-04-2024,
HBA9116,VOLKSWAGEN,PLATEADO,2018,JETTA EUROPA 2.0 9M23J4,AUTOMOVIL,04-05-2018,2011,USO PARTICULAR,03-05-2023,
HBB5634,TOYOTA,ROJO,2016,AA FJCRUISER TA 4.0 5P 4X4,VEH. UTILITARIO,26-06-2016,2013,USO PARTICULAR,25-06-2021,
HBB6394,NISSAN,CREMA,2018,TIIDA ENTRY TM 1.6 5P 4X2 AC,AUTOMOVIL,24-05-2018,2013,USO PARTICULAR,23-05-2023,
HBB7930,CHEVROLET,ROJO,2019,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,CAMIONETA,18-11-2019,2014,USO PARTICULAR,16-11-2024,
HBB8883,CHEVROLET,BLANCO,2016,D-MAX CRDI 3.0 CD 4X2 TM DIESEL,CAMIONETA,09-08-2016,2014,USO PARTICULAR, ,
